,DDX,NN,II,MM,IE,YB,NP,YM,YF,IKM,JX,TT,MOM,VE,VVYN1,VQ,IKO,IH,VI,IA,VDO,PRFKM,CC,PXH,VN,DJM,CSA,IKX,RR,VDX,PRF,JO,JM,DKX,RD,PMXKM,VVYX2,MLX,RJ,DJX,PRFKO,YQ,PMXKO,CSB,DGX,FB,MLO,VR,VOMX1,RK,PRFKX,VVMX2,PMX,VS,DGO,DGM,VCM,PTH,VVMX1,DJO,FZ,DDM,VDM,DDO,VOYN1,IKF,DKM,VOMX2,FO,VCH,MOX,PMXKX,JF,FF,VOYX2,JT,QQ,VVTX2,MLF,PRFKF,VVYN1F,UU,VVYM1F,PTM,VVTM1F,FS,VVTN1,VCN,PMXKF,VVTN1F,PTMKM,DDF,PTN,PTNKM,VOTN1,PTMKF,PTMKO,PTMKX,DKO,DGF,VDF,PXR,FU,MOF,PTNKO,VOTX2,PTNKF,MOO,PTNKX,DKF,--s--
PXH,0.005310909493250719,0.048019473334808584,0.03747141698015785,0.004942096333997197,0.3980969240982518,0.001032676845909862,0.00796636423987608,0.00014752526370140888,0.0028029800103267686,0.18934867596075827,0.022718890610016966,0.005384672125101423,0.0,0.0036143689606845174,0.02375156745592683,0.0016227779007154976,0.053330382828059304,0.07789333923434388,0.0033193184332816995,0.06941063657151288,0.0008113889503577488,0.00014752526370140888,0.0016227779007154976,0.0,0.00029505052740281775,0.0,0.0,0.01032676845909862,0.006786162130264808,0.0,0.004204470015490153,0.0,0.0014752526370140886,0.0011064394777605664,0.003245555801430995,0.001696540532566202,0.0,0.0,0.0,7.376263185070444e-05,0.0,0.00014752526370140888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000516338422954931,0.0002212878955521133,0.0,0.00029505052740281775,0.0,0.0,0.0,0.00014752526370140888,7.376263185070444e-05,7.376263185070444e-05,0.0,0.00014752526370140888,0.000516338422954931,0.00036881315925352216,0.0,0.0,0.007007450025816921,7.376263185070444e-05,7.376263185070444e-05,0.0008113889503577488,7.376263185070444e-05,0.0,0.0002212878955521133,0.0,0.0,0.0,0.0,0.0,0.0,0.00014752526370140888,0.0,0.0,0.0,0.0,0.0,0.0,0.00036881315925352216,0.00014752526370140888,0.0,0.0,7.376263185070444e-05,0.0,0.0,7.376263185070444e-05,7.376263185070444e-05,0.0,0.0,7.376263185070444e-05,0.0,7.376263185070444e-05,0.0,0.0,0.0,7.376263185070444e-05,0.0,0.0,0.0,0.0,0.0,7.376263185070444e-05,7.376263185070444e-05,0.0
VN,0.015570869634236303,0.4899431324761184,0.01878309101605177,0.013385812066373457,0.003917229272301127,0.0018115434536982566,0.009057717268491283,0.03837390630398446,0.02115490564099691,0.004281405533611601,0.04947661334752687,0.01713495998730052,0.001209251944607857,0.06671428971622265,0.0699825382151628,0.01681280406383356,0.0009617988439738167,0.02031916781055364,0.006097617913736916,0.0048416767048584846,0.0050564473205031235,0.0007890485661726942,0.04989681672596203,0.0016948202930218226,0.002782680150526188,0.0,0.005579367080333548,7.003389640586044e-05,0.0033149377632107273,0.003258910646086039,0.0002241084684987534,0.0007190146697668338,0.00467359535348442,0.0052385354511583606,0.0007190146697668338,0.002101016892175813,0.015066625580114108,0.0,9.337852854114725e-06,0.0013586575902736924,0.0001634124249470077,0.00254923382917332,0.00037818304059164634,5.1358190697630984e-05,0.0016948202930218226,0.0010365016668067344,3.73514114164589e-05,2.8013558562344175e-05,4.6689264270573625e-06,0.0003875208934457611,0.0001260610135305488,0.0017321717044382814,0.0014333604131066102,0.0030067886190249414,0.0002567909534881549,0.0007703728604644648,0.0007050078904856618,0.00023344632135286812,0.003567059790271825,4.6689264270573625e-06,0.0001353988663846635,0.0005649400976739409,0.0001867570570822945,0.0009617988439738167,7.47028228329178e-05,0.0,0.00015874349851995032,0.0006303050676527439,0.0014240225602524955,0.00010738530782231934,0.00010738530782231934,3.73514114164589e-05,0.0001353988663846635,0.00015874349851995032,1.4006779281172087e-05,5.602711712468835e-05,0.0,0.00042487230486221996,1.867570570822945e-05,3.2682484989401534e-05,0.0004482169369975068,0.0002567909534881549,0.0008357378304432679,0.0002521220270610976,0.0,0.0018022056008441419,0.0001260610135305488,5.602711712468835e-05,8.870960211408989e-05,1.867570570822945e-05,8.404067568703252e-05,0.0,3.73514114164589e-05,3.2682484989401534e-05,0.0,1.4006779281172087e-05,1.867570570822945e-05,0.0,1.867570570822945e-05,2.8013558562344175e-05,9.337852854114725e-06,4.6689264270573625e-05,9.337852854114725e-06,0.0,1.867570570822945e-05,0.0,4.6689264270573625e-06,0.0,0.0,1.4006779281172087e-05,0.0
DJM,0.0,0.009009009009009009,0.0,0.0,0.0,0.0,0.0,0.0036036036036036037,0.0,0.0,0.0,0.0,0.0,0.0,0.9801801801801802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018018018018018018,0.005405405405405406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CSA,0.08456735772032338,0.46916273112943246,0.025374209557352118,0.029536540462659088,0.0001600896502041143,0.0009805491075002002,0.022752741535259746,0.019030657168014088,0.014147922836788602,0.0001600896502041143,0.0741014968382294,0.04334427279276395,0.0027215240534699432,0.010565916913471545,0.02291283118546386,0.004562555030817258,4.0022412551028574e-05,0.0015408628832146002,0.0065036420395421434,0.00012006723765308573,0.0008204594572960858,0.001320739614183943,0.002921636116225086,0.002281277515408629,0.0016409189145921716,0.0,0.0,0.0,0.020711598495157288,0.0006403586008164572,0.0016008965020411431,0.0,0.007123989434083086,0.014528135756023373,0.013087328904186344,0.013107340110461859,6.0033618826542864e-05,0.0,0.0004002241255102858,0.002281277515408629,6.0033618826542864e-05,0.004282398142960058,0.0016209077083166573,0.0004602577443368286,0.0057632274073481145,0.0020411430401024574,0.0,4.0022412551028574e-05,0.0,0.005843272232450172,0.00042023533178580004,0.0006203473945409429,0.03499959977587449,0.0001400784439286,0.004362442968062115,0.008324661810613945,0.0,0.0034619386856639717,0.0018610421836228288,0.0,0.0,0.003561994717041543,0.0005202913631633715,4.0022412551028574e-05,0.00036020171295925716,0.0,0.0006003361882654287,0.0001600896502041143,0.00012006723765308573,0.0006603698070919715,0.0003201793004082286,0.0,0.00026014568158168577,0.0002001120627551429,0.0,0.0,0.0,0.00024013447530617146,0.0,4.0022412551028574e-05,0.0,0.0004802689506123429,0.0,0.0023813335467862003,0.0,0.0,0.0002001120627551429,0.0,0.0,0.0,0.0,0.0,0.00038021291923477147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00024013447530617146,0.0,0.0,2.0011206275514287e-05,0.0,4.0022412551028574e-05,0.0,0.0,6.0033618826542864e-05,0.0
IKX,0.009699321047526674,0.5484561913999353,0.061913999353378595,0.02065147106369221,0.00848690591658584,0.0009295182670546395,0.005011315874555448,0.0033947623666343357,0.003960556094406725,0.00012124151309408342,0.06571290009699321,0.010790494665373424,0.003475590042030391,0.02319754283866796,0.08951665050113158,0.008244422890397672,0.0021823472356935015,0.00012124151309408342,0.009901390236016811,0.0021419333979954738,0.0007678629162625283,0.0005253798900743614,0.003111865502748141,0.00036372453928225026,0.007314904623343032,0.0,0.00032331070158422246,0.0,0.014508567733591982,0.0018186226964112511,0.0005253798900743614,0.0008486905916585839,0.013376980278047203,0.010911736178467508,0.0007274490785645005,0.0010911736178467507,0.0263094083414161,0.00012124151309408342,0.00032331070158422246,0.00040413837698027806,0.00016165535079211123,0.0014953119948270287,0.00028289686388619466,4.041383769802781e-05,0.0011315874555447786,0.0011720012932428063,0.0,0.0,0.00020206918849013903,0.00016165535079211123,8.082767539605561e-05,0.0028289686388619463,0.002061105722599418,0.00048496605237633366,0.0012932428063368898,0.0023440025864856127,0.0009699321047526673,0.00024248302618816683,0.009052699644358229,0.0,0.00020206918849013903,0.00024248302618816683,0.0011720012932428063,4.041383769802781e-05,0.003960556094406725,0.0,0.0,0.00028289686388619466,0.0034351762043323634,0.00012124151309408342,0.00048496605237633366,4.041383769802781e-05,8.082767539605561e-05,0.00024248302618816683,0.0005657937277723893,8.082767539605561e-05,0.0,0.0007274490785645005,0.0,0.0,0.00044455221467830586,8.082767539605561e-05,0.0009295182670546395,0.00020206918849013903,0.0,0.00032331070158422246,0.00036372453928225026,0.00028289686388619466,8.082767539605561e-05,0.0,8.082767539605561e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00024248302618816683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RR,0.04509566747305916,0.2697712777655597,0.04250054981306356,0.049835056080932486,0.0029250054981306358,0.0024741587860127555,0.015125357378491314,0.010078073455025292,0.010319991202990982,0.019881240378271388,0.15349681108423135,0.04437541235979767,0.0012040906091928744,0.03343963052562129,0.0352815042885419,0.022300417857928304,0.010798328568286783,2.7490653177919507e-05,0.026193094347921705,0.0015449747085990763,0.004184077413679349,0.0029909830657576424,0.0028150428854189576,0.0013305476138113042,0.015455245216626346,0.0,4.398504508467121e-05,0.0016494391906751705,0.03491312953595777,0.010941279964811965,0.0024851550472839235,0.0027160765339784474,0.032768858588080055,0.005146250274906531,0.006498790411260172,0.0044369914229162085,0.010792830437651198,2.1992522542335606e-05,0.00045084671211787994,0.00122608313173521,0.0006102925005498131,0.0023806905652078293,0.0009346822080492633,0.00022542335605893997,0.0013855289201671432,0.0015834616230481636,1.0996261271167803e-05,9.896635144051023e-05,0.0003738728832197053,0.0028810204530459642,0.0005663074554651419,0.0019078513305476137,0.013849791071035848,4.948317572025511e-05,0.00021992522542335605,0.002446668132834836,0.0018308775016494393,0.0013690345282603915,0.0074334726193094345,0.0,7.147569826259072e-05,0.0019353419837255333,0.0012040906091928744,0.0014240158346162306,0.0010556410820321091,0.00025291400923685946,0.00024741587860127557,0.0016329447987684187,0.0030844512865625686,0.0006872663294479877,0.0004233560589399604,0.00020343083351660437,0.0007477457664394106,0.0002859027930503629,1.6494391906751705e-05,7.147569826259072e-05,0.0,0.00040686166703320873,2.7490653177919507e-05,0.00015394765779634925,0.0008027270727952496,0.000390367275126457,0.0031669232460963272,0.001671431713217506,1.0996261271167803e-05,0.0008467121178799208,9.896635144051023e-05,0.000280404662414779,3.848691444908731e-05,1.6494391906751705e-05,0.0003958654057620409,1.0996261271167803e-05,7.147569826259072e-05,8.247195953375852e-05,0.0,1.0996261271167803e-05,0.00015944578843193313,3.848691444908731e-05,1.6494391906751705e-05,6.597756762700682e-05,1.0996261271167803e-05,5.4981306355839013e-05,0.00010996261271167803,0.0,0.0,0.0,5.4981306355839015e-06,0.0,0.0,1.6494391906751705e-05,0.0
VDX,0.04081632653061224,0.2328506044544607,0.022828763407203374,0.017125050429169623,0.00020867242602562499,0.012701194997426373,0.032177288093151374,0.014078433009195498,0.007387003881307124,0.0,0.04981706383985087,0.017500660796015748,0.00102945063505975,0.19208992390412197,0.10351543480377837,0.015233087099870623,0.00022258392109399998,0.0,0.021242852969408622,2.7822990136749997e-05,0.013661088157144249,0.0036448117079142498,0.008068667139657499,0.011170930539905123,0.017904094152998623,0.0,0.0,0.0,0.015914750358220996,0.006927924544050749,0.0028796794791536248,0.000667751763282,0.006162792315290124,0.0026014495777861245,0.005133341680230374,0.0018641403391622497,0.045921845220705866,0.00023649541616237497,0.000319964386572625,0.00027822990136749996,0.0007094862484871249,0.0034222277868202495,0.000667751763282,0.00025040691123075,0.00130768053642725,0.0019615208046408748,5.5645980273499994e-05,0.00011129196054699999,0.00019476093095724997,0.0010572736251964999,0.00018084943588887498,0.005856739423785874,0.009863250003477873,0.0001669379408205,0.00037561036684612495,0.0008346897041024999,0.0015719989427263748,0.00034778737670937497,0.018043209103682373,0.0,1.3911495068374998e-05,0.0007651322287606249,0.00102945063505975,0.0007929552188973749,0.0006816632583503749,0.0,9.738046547862498e-05,0.0012103000709486249,0.0018780518342306248,0.0007929552188973749,0.00020867242602562499,0.00011129196054699999,0.000319964386572625,0.00015302644575212497,9.738046547862498e-05,0.0,0.0,0.0010572736251964999,5.5645980273499994e-05,5.5645980273499994e-05,0.004243005995854375,0.0004034333569828749,0.009738046547862499,0.0006816632583503749,0.0,0.0015580874476579997,0.00023649541616237497,0.0006260172780768749,0.00011129196054699999,1.3911495068374998e-05,0.00022258392109399998,1.3911495068374998e-05,0.0,4.1734485205125e-05,0.0,0.0,4.1734485205125e-05,4.1734485205125e-05,0.0,9.738046547862498e-05,0.0,0.0013633265167007499,4.1734485205125e-05,0.0,1.3911495068374998e-05,0.0,0.0,0.0,0.0,0.0,0.0
PRF,0.00847247683694198,0.11227270475152355,0.12743397909131446,0.006094237724817916,0.220185304464153,0.0011891195560620323,0.006787890799187435,0.0036169053163553487,0.0007927463707080216,0.003815091909032354,0.05950552445127087,0.03696179953426151,0.0001981865926770054,0.018877272952484765,0.01070207600455829,0.010751622652727543,0.0010404796115542783,0.0384977456275083,0.01174255561611257,0.2594262498142001,0.0009413863152157757,0.0017341326859237974,0.00881930337412674,0.0,0.0068869840955259375,0.0,4.954664816925135e-05,0.0005450131298617649,0.0072338106327106974,0.002427785760293316,0.005945597780310162,0.00014863994450775404,0.00515285140960214,0.002725065649308824,0.0014863994450775406,0.0002972798890155081,0.003963731853540108,0.0,0.00024773324084625676,0.0002972798890155081,0.0001981865926770054,0.001139572907892781,0.0001981865926770054,0.0,9.90932963385027e-05,0.00044591983352326215,0.0,0.0,0.00014863994450775404,0.00034682653718475946,0.0004954664816925135,0.0006441064262002675,0.0006441064262002675,0.0,9.90932963385027e-05,4.954664816925135e-05,0.0004954664816925135,9.90932963385027e-05,0.002873705593816578,0.0,4.954664816925135e-05,0.00024773324084625676,9.90932963385027e-05,9.90932963385027e-05,0.0001981865926770054,0.0,0.00014863994450775404,0.0003963731853540108,0.00044591983352326215,0.0001981865926770054,0.0001981865926770054,0.0,0.0002972798890155081,9.90932963385027e-05,0.0,0.0,0.0,0.0001981865926770054,0.0,0.0,4.954664816925135e-05,9.90932963385027e-05,0.0004954664816925135,0.00024773324084625676,0.0,0.0001981865926770054,4.954664816925135e-05,0.0001981865926770054,9.90932963385027e-05,9.90932963385027e-05,0.0001981865926770054,0.00014863994450775404,0.0,0.0,0.0,0.0,9.90932963385027e-05,0.0,0.0,0.0,0.0,0.0,0.0,9.90932963385027e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JO,0.0033514492753623187,0.6405797101449275,0.009057971014492754,0.019384057971014494,0.01105072463768116,0.006793478260869565,0.004710144927536232,0.04556159420289855,0.007699275362318841,0.011322463768115942,0.033242753623188404,0.005253623188405797,0.0,0.019746376811594205,0.005163043478260869,0.0067028985507246374,0.0019021739130434783,0.022644927536231884,0.0038043478260869567,0.007880434782608695,0.0020833333333333333,9.057971014492754e-05,0.04193840579710145,9.057971014492754e-05,0.004891304347826087,0.0,0.0002717391304347826,0.00036231884057971015,0.0010869565217391304,0.003985507246376811,0.0002717391304347826,0.027355072463768115,0.002355072463768116,0.0009057971014492754,0.0002717391304347826,0.0,0.03170289855072464,0.0,0.00018115942028985507,0.00036231884057971015,0.0,0.0012681159420289854,0.0002717391304347826,0.0,0.00018115942028985507,0.0006340579710144927,0.0,0.0,0.0,0.00036231884057971015,0.0,0.0004528985507246377,0.0010869565217391304,0.00018115942028985507,9.057971014492754e-05,9.057971014492754e-05,0.0008152173913043478,0.0,0.00018115942028985507,0.0,0.0,9.057971014492754e-05,0.0,0.00036231884057971015,9.057971014492754e-05,0.0,0.0,0.001177536231884058,0.0028079710144927536,0.00018115942028985507,0.0,0.00018115942028985507,0.00018115942028985507,0.0012681159420289854,0.00018115942028985507,0.0,0.0,0.0002717391304347826,9.057971014492754e-05,0.0,0.0,0.00018115942028985507,0.0009963768115942029,0.0,0.0,0.0015398550724637682,0.00036231884057971015,0.0,0.0,0.0,0.0,0.0,0.0,9.057971014492754e-05,0.0,0.0,0.00018115942028985507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.057971014492754e-05,0.0,0.0,0.0,0.0,0.0,0.0
JM,0.0037526168099416505,0.5113135272370941,0.036969400026724865,0.007148902053360652,0.012660905973007884,0.004999777292770923,0.00486615295532493,0.024197140439178654,0.014052826154736983,0.010556322658233487,0.031913945926684784,0.019475747182753553,0.0003786022894303149,0.03801612400338515,0.10681038706516413,0.024531201282793638,0.009275756091042715,0.0006347156028684691,0.019876620195091534,0.004331655605540956,0.002572268495835375,0.00028951939779965256,0.028551066767627278,7.794753017682954e-05,0.021435570798628123,0.0,0.0002449779519843214,0.0017816578326132467,0.0029508707852656897,0.0073604739209834754,0.00022270722907665583,0.00022270722907665583,0.016658500734933857,0.0010244532537526168,0.00017816578326132465,0.0006792570486838003,0.0031735780143423457,0.0,0.0001336243374459935,0.0005122266268763084,7.794753017682954e-05,0.0032849316288806733,0.00011135361453832792,0.0,0.00023384259053048863,0.0006681216872299675,0.00015589506035365908,1.1135361453832791e-05,5.567680726916396e-05,0.00043427909669947886,0.00014475969889982628,0.00031179012070731816,0.0016368981337134202,0.00021157186762282303,2.2270722907665582e-05,0.00030065475925348536,0.0009910471693911184,0.00021157186762282303,0.003039953676896352,0.0,0.00015589506035365908,0.00014475969889982628,0.0009242350006681217,0.0,0.00143646162754443,3.3406084361498376e-05,0.00015589506035365908,0.00032292548216115096,0.0039753240390183065,0.00015589506035365908,0.0001224889759921607,0.00010021825308449513,2.2270722907665582e-05,0.0009465057235757872,1.1135361453832791e-05,0.0,0.0,0.00047882054251481,0.0010912654224756136,1.1135361453832791e-05,0.00010021825308449513,0.00030065475925348536,0.0007237984944991314,0.0001336243374459935,1.1135361453832791e-05,0.002249343013674224,0.00028951939779965256,0.00018930114471515746,2.2270722907665582e-05,2.2270722907665582e-05,7.794753017682954e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3406084361498376e-05,0.0,2.2270722907665582e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DKX,0.001784381202090275,0.4210047158646055,0.02066604759563737,0.011653101727936491,0.1020010560623441,0.0005826550863968245,0.0018572130878898782,0.005243895777571421,0.004533784891025291,0.05311265271936053,0.06915387556672312,0.09635658491287485,0.0001638717430491069,0.010378543726443437,0.03594253564210411,0.002949691374883924,0.006245334207315963,7.283188579960307e-05,0.010087216183245025,0.04011216110413139,0.0008193587152455345,0.0002913275431984123,0.0007647348008958322,0.0,0.006627701607763879,0.0,3.6415942899801534e-05,0.0,0.004369913147976184,0.0009103985724950383,7.283188579960307e-05,0.002021084830938985,0.02041113599533876,0.007738387866207826,0.0015840935161413666,0.00020028768594890843,0.01141639809908778,0.001966460916589283,0.0,0.0001638717430491069,0.0001638717430491069,0.0011471022013437482,0.00012745580014930535,0.0,0.0016205094590411682,9.103985724950384e-05,0.0010014384297445421,1.8207971449900767e-05,0.002184956573988092,0.0002549116002986107,5.46239143497023e-05,0.00030953551464831306,0.0002549116002986107,0.0001092478286994046,7.283188579960307e-05,0.0008921906010451376,0.011471022013437483,0.0011471022013437482,0.0013473898872926567,0.0,0.00030953551464831306,0.001565885544691466,0.0007465268294459314,0.0014566377159920614,0.0009286065439449391,0.0009286065439449391,0.0025309080315362065,0.006482037836164673,0.0020757087452886874,3.6415942899801534e-05,0.0,0.0002731195717485115,0.000546239143497023,0.0003823674004479161,0.0005644471149469238,1.8207971449900767e-05,0.0,0.0010742703155441453,3.6415942899801534e-05,3.6415942899801534e-05,0.0001092478286994046,1.8207971449900767e-05,0.00014566377159920614,0.00041878334334771765,1.8207971449900767e-05,0.0008011507437956337,0.00041878334334771765,7.283188579960307e-05,1.8207971449900767e-05,0.0004916152291473207,0.0,3.6415942899801534e-05,1.8207971449900767e-05,1.8207971449900767e-05,0.0,0.0,0.0,0.0,0.0018207971449900767,1.8207971449900767e-05,0.0,0.0,0.0,0.0,1.8207971449900767e-05,0.0,0.0,0.0,0.0,0.0,0.0
RD,0.04813454475159482,0.25460601644634123,0.0884771520766108,0.034156641734449586,0.00019331142470520006,0.00035688263022498476,0.028193727787773796,0.017398028223468007,0.014379395976148344,0.058573361685675625,0.08116105815699862,0.08544364971969844,0.0009814272331187081,0.030974438281610134,0.018186144031881516,0.017026275483650315,0.036684560365209895,0.00010409076714895389,0.017145236360391974,0.0014572707400853544,0.004892266056000833,0.0031375931240613243,0.000936816904340585,0.001234219096194739,0.012238100194798436,0.0,0.0,0.0016654522743832622,0.022201073621912593,0.00284019093220717,0.0024386979732040626,0.0009516870139332927,0.006899730851016372,0.01143511427679222,0.007925768412913203,0.007182262933277818,0.00581421285074871,0.0,0.00046097339737393865,0.002468438192389478,0.00046097339737393865,0.0029294115897634167,0.0016505821647905545,0.0,0.002200776219720739,0.002810450713021755,4.4610328778123096e-05,7.43505479635385e-05,0.00020818153429790777,0.003449865425508186,0.0007286353700426772,0.0011747386578239082,0.02764353373284361,8.922065755624619e-05,0.0005501940549301848,0.0013531799729364006,0.0018438935894957546,0.003211943672024863,0.004356942110663356,1.4870109592707698e-05,0.00011896087674166158,0.0029740219185415396,0.000148701095927077,0.0008773364659697541,0.00023792175348332317,0.00037175273981769245,0.0006096744933010156,0.0014572707400853544,0.0005799342741156003,0.0013531799729364006,7.43505479635385e-05,7.43505479635385e-05,0.00043123317818852323,0.00043123317818852323,0.0,4.4610328778123096e-05,0.0,0.0003420125206322771,0.0,4.4610328778123096e-05,0.00016357120551978467,0.00016357120551978467,0.0006840250412645542,0.002750970274650924,0.0,0.00041636306859581555,0.00011896087674166158,0.000594804383708308,0.00026766197266873856,1.4870109592707698e-05,0.0006096744933010156,0.0,0.0003420125206322771,0.00017844131511249238,0.0,5.948043837083079e-05,2.9740219185415396e-05,1.4870109592707698e-05,4.4610328778123096e-05,1.4870109592707698e-05,0.0,8.922065755624619e-05,0.0,0.0,7.43505479635385e-05,0.0,1.4870109592707698e-05,0.0,2.9740219185415396e-05,0.0,0.0
PMXKM,0.016711004533703024,0.7530068567574656,0.03728127693057065,0.01333882873093784,0.0,0.0006369665405223126,0.004233954063471842,0.0028850837423657688,0.009142343287496722,0.0003372175802765184,0.061935628910787216,0.027164749522275093,0.004046610963318221,0.003109895462550114,0.0026977406422121473,0.0010491213608602795,0.0,0.0,0.0029225523623964927,0.00011240586009217281,0.0,0.002397991681966353,0.002960020982427217,3.746862003072427e-05,0.00307242684251939,0.0,7.493724006144853e-05,0.0,0.010566150848664243,0.001124058600921728,0.00011240586009217281,0.00026228034021506986,0.012214770130016112,0.0046461088838098095,0.0035595189029188055,7.493724006144853e-05,0.0,0.0,0.00011240586009217281,0.0010491213608602795,0.0,0.0016486192813518678,0.0,0.0,0.0006369665405223126,0.000562029300460864,0.0,0.0,3.746862003072427e-05,0.0006744351605530368,0.0041590168234103934,0.0,3.746862003072427e-05,0.0,0.0,0.0011989958409831766,0.00029974896024579414,0.0007868410206452096,0.00011240586009217281,0.0,0.00022481172018434562,0.0016486192813518678,0.00029974896024579414,3.746862003072427e-05,7.493724006144853e-05,0.0,0.00014987448012289707,0.0003746862003072427,0.0019108996215669377,7.493724006144853e-05,0.00044962344036869123,0.0,0.00011240586009217281,0.00011240586009217281,0.0,0.0,0.0,0.00011240586009217281,0.0,3.746862003072427e-05,0.00011240586009217281,0.0003372175802765184,0.0,0.00029974896024579414,0.0,0.0003746862003072427,0.0,3.746862003072427e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.746862003072427e-05,0.0,0.0,0.0,0.00014987448012289707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VVYX2,0.01349815518030756,0.025326546551399102,0.0014974010934259783,0.0023861463467183754,5.924968355282648e-05,0.007034553338181035,0.0034741859901430074,0.08297648864829926,0.7059330478575853,0.004486816945409496,0.004400635587514475,0.014096038350704262,5.386334868438771e-05,0.000517088147370122,0.0017990358460585494,0.0011472893269774583,0.002143761277638631,2.6931674342193854e-05,0.0015781961164525599,2.1545339473755084e-05,4.847701381594894e-05,0.00027470307829037733,0.045589938326465754,2.6931674342193854e-05,0.0004578384638172955,0.00024238506907974468,0.03795211548301958,8.618135789502034e-05,0.002817053136193477,0.0006140421750020199,0.00027470307829037733,6.463601842126525e-05,0.000517088147370122,0.001389674396057203,0.0024507823651396406,0.0004793838032910506,0.0015351054375050497,0.0,0.0006086558401335811,0.004125932509224098,9.15676927634591e-05,0.0018959898736904473,0.0008294955697395707,0.0012280843500040398,0.0003016347526325712,0.00043629312434354043,0.0,2.1545339473755084e-05,5.386334868438771e-06,0.0002477714039481835,8.079502302658157e-05,0.0001292720368425305,0.0020306482454014166,3.231800921063263e-05,5.386334868438771e-05,6.463601842126525e-05,9.15676927634591e-05,0.00027470307829037733,7.54086881581428e-05,0.0,0.0003554981013169589,0.00014004470657940805,5.924968355282648e-05,0.00017236271579004067,5.386334868438771e-06,0.0002962484177641324,0.0,0.00010234036250033665,0.0003016347526325712,3.77043440790714e-05,1.0772669736877542e-05,2.1545339473755084e-05,5.386334868438771e-06,4.847701381594894e-05,0.0,0.0,0.0,3.77043440790714e-05,3.231800921063263e-05,5.386334868438771e-06,5.386334868438771e-06,5.386334868438771e-05,1.0772669736877542e-05,0.000517088147370122,5.386334868438771e-06,0.017607928684926343,5.386334868438771e-06,3.231800921063263e-05,5.386334868438771e-06,0.0,3.231800921063263e-05,2.6931674342193854e-05,5.386334868438771e-06,0.0,0.0,0.0,7.54086881581428e-05,0.0,1.0772669736877542e-05,1.0772669736877542e-05,0.0,1.0772669736877542e-05,0.0,0.0,3.77043440790714e-05,0.0,0.0,0.0,0.0,0.0,5.386334868438771e-06
